"school","latitude","longitude","time","temp_c","condition","wind_kph","humidity","will_it_rain","chance_of_rain","precip_mm"
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Manggahan Elementary School",14.7237134,121.1430323,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Mascap Elementary School",14.7626207,121.1831991,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Mascap Elementary School Magalipit Annex",14.7501441,121.1711606,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Puray Elementary School",14.7718266,121.2053732,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Rodriguez Heights Elementary School",14.746545,121.1235608,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"San Isidro Elementary School",14.7616824,121.1582296,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"San Jose Elementary School",14.7300568,121.13477,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"San Rafael Elementary School",14.7321213,121.1585205,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Southville 8 Elementary School",14.7601205,121.1505675,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
