"school","latitude","longitude","time","temp_c","condition","wind_kph","humidity","will_it_rain","chance_of_rain","precip_mm"
"Amityville Elementary School",14.7456519,121.1294138,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Amityville Elementary School",14.7456519,121.1294138,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Amityville Elementary School",14.7456519,121.1294138,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"Amityville Elementary School",14.7456519,121.1294138,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Amityville Elementary School",14.7456519,121.1294138,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Amityville Elementary School",14.7456519,121.1294138,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Amityville Elementary School",14.7456519,121.1294138,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 00:00",26,"Partly Cloudy ",2.2,87,0,0,0
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 01:00",25.8,"Partly Cloudy ",2.2,87,0,0,0
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 02:00",25.8,"Partly Cloudy ",2.2,87,0,0,0
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 03:00",25.8,"Cloudy ",2.5,88,0,0,0
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 04:00",25.8,"Cloudy ",1.8,88,0,0,0
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 05:00",25.7,"Cloudy ",1.1,88,0,0,0
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 06:00",26,"Patchy rain nearby",0.4,88,1,71,0.02
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 07:00",26.7,"Patchy rain nearby",0.4,86,1,74,0.01
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 08:00",27.5,"Patchy rain nearby",2.9,83,1,74,0.01
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 09:00",28.1,"Patchy rain nearby",3.6,80,1,100,1.72
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 10:00",28.4,"Patchy rain nearby",4.7,79,1,100,0.06
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 11:00",28.6,"Patchy rain nearby",5,79,0,64,0.04
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 12:00",29,"Patchy rain nearby",5,77,1,85,0.05
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 13:00",29.3,"Patchy rain nearby",5.4,73,1,100,0.11
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 14:00",30,"Patchy rain nearby",10.8,71,1,100,1.66
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 15:00",29.4,"Patchy rain nearby",16.2,76,1,100,1.41
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 16:00",29.1,"Patchy rain nearby",16.9,78,1,100,0.38
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 17:00",28.8,"Patchy rain nearby",15.5,78,1,100,0.08
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 18:00",28.3,"Patchy rain nearby",14,80,1,83,0.04
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 19:00",29.2,"Partly cloudy",11.9,84,0,60,0.02
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 20:00",27,"Partly Cloudy ",9.4,83,0,0,0
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 21:00",26.9,"Partly Cloudy ",7.6,83,0,0,0
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 22:00",26.7,"Partly Cloudy ",5.4,84,0,0,0
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-13 23:00",26.6,"Partly Cloudy ",5.8,84,0,0,0
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 20:00",26.3,"Partly Cloudy ",4,88,0,0,0
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 21:00",26,"Partly Cloudy ",3.6,88,0,0,0
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 22:00",25.8,"Partly Cloudy ",3.6,89,0,0,0
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-13 23:00",25.6,"Cloudy ",2.9,89,0,0,0
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 00:00",24.9,"Partly Cloudy ",3.6,92,0,0,0
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 01:00",24.9,"Partly Cloudy ",4.3,92,0,0,0
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 02:00",24.7,"Partly Cloudy ",4,92,0,0,0
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 03:00",24.6,"Partly Cloudy ",3.6,92,0,0,0
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 04:00",24.5,"Patchy rain nearby",3.6,92,1,75,0.02
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 05:00",24.2,"Patchy rain nearby",3.2,92,1,84,0.01
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 06:00",24.5,"Patchy light drizzle",3.6,92,1,100,0.4
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 07:00",26.1,"Patchy rain nearby",2.5,89,1,100,0.27
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 08:00",27.6,"Patchy rain nearby",2.9,83,1,100,0.11
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 09:00",29,"Patchy light rain",4.7,76,1,100,1.18
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 10:00",29.5,"Patchy rain nearby",6.8,74,1,100,0.28
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 11:00",29.7,"Light rain shower",7.6,75,1,100,0.95
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 12:00",29.8,"Light rain shower",7.9,75,1,100,0.61
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 13:00",30,"Light rain shower",9,75,1,100,1.4
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 14:00",30,"Light rain shower",10.4,75,1,100,1.27
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 15:00",29.6,"Light rain shower",11.5,77,1,100,1.16
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 16:00",29.1,"Light rain shower",10.8,78,1,100,0.45
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 17:00",28.5,"Light rain shower",10.4,81,1,100,0.28
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 18:00",27.5,"Patchy rain nearby",9.4,85,1,100,0.05
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-13 19:00",29.2,"Partly cloudy",6.5,84,0,0,0
