"school","latitude","longitude","time","temp_c","condition","wind_kph","humidity","will_it_rain","chance_of_rain","precip_mm"
"Amityville Elementary School",14.7456519,121.1294138,"2025-07-14 23:00",25.7,"Patchy rain nearby",2.9,91,1,72,0.05
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 00:00",25.5,"Partly Cloudy ",1.1,89,0,0,0
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 01:00",25.4,"Patchy rain nearby",0.4,90,1,71,0.01
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 02:00",25.2,"Patchy rain nearby",1.4,91,1,76,0.01
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 03:00",25.2,"Patchy rain nearby",1.8,92,1,71,0.01
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 04:00",25,"Patchy rain nearby",1.4,92,1,83,0.01
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 05:00",24.7,"Patchy rain nearby",2.5,93,1,80,0.01
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 06:00",25.1,"Patchy rain nearby",4.3,93,0,69,0.01
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 07:00",26.3,"Patchy rain nearby",3.2,89,1,89,0.02
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 08:00",27.6,"Patchy rain nearby",4,82,0,68,0.01
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 09:00",29,"Patchy rain nearby",5.4,74,0,70,0.02
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 10:00",30.2,"Patchy rain nearby",7.9,69,1,100,0.06
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 11:00",30.3,"Light rain shower",10.1,71,1,100,0.98
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 12:00",30.2,"Patchy rain nearby",11.5,73,1,100,0.71
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 13:00",30.3,"Light rain shower",13,73,1,100,0.3
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 14:00",30.4,"Light rain shower",13.7,72,1,100,0.17
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 15:00",30,"Light rain shower",14,73,1,100,0.19
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 16:00",29.1,"Patchy light rain",13.7,78,1,100,0.79
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 17:00",28.4,"Light rain shower",12.2,82,1,100,0.74
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 18:00",27.5,"Patchy light drizzle",9.4,86,1,100,0.44
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 19:00",30.2,"Partly cloudy",6.8,79,1,100,0.1
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 20:00",26.1,"Patchy light drizzle",5.8,90,1,100,0.21
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 21:00",26.1,"Patchy rain nearby",4,90,1,100,0.07
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 22:00",25.9,"Patchy rain nearby",3.6,91,1,77,0.03
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-14 23:00",25.7,"Patchy rain nearby",2.9,91,1,72,0.05
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 00:00",25.5,"Partly Cloudy ",1.1,89,0,0,0
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 01:00",25.4,"Patchy rain nearby",0.4,90,1,71,0.01
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 02:00",25.2,"Patchy rain nearby",1.4,91,1,76,0.01
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 03:00",25.2,"Patchy rain nearby",1.8,92,1,71,0.01
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 04:00",25,"Patchy rain nearby",1.4,92,1,83,0.01
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 05:00",24.7,"Patchy rain nearby",2.5,93,1,80,0.01
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 06:00",25.1,"Patchy rain nearby",4.3,93,0,69,0.01
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 07:00",26.3,"Patchy rain nearby",3.2,89,1,89,0.02
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 08:00",27.6,"Patchy rain nearby",4,82,0,68,0.01
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 09:00",29,"Patchy rain nearby",5.4,74,0,70,0.02
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 10:00",30.2,"Patchy rain nearby",7.9,69,1,100,0.06
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 11:00",30.3,"Light rain shower",10.1,71,1,100,0.98
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 12:00",30.2,"Patchy rain nearby",11.5,73,1,100,0.71
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 13:00",30.3,"Light rain shower",13,73,1,100,0.3
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 14:00",30.4,"Light rain shower",13.7,72,1,100,0.17
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 15:00",30,"Light rain shower",14,73,1,100,0.19
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 16:00",29.1,"Patchy light rain",13.7,78,1,100,0.79
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 17:00",28.4,"Light rain shower",12.2,82,1,100,0.74
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 18:00",27.5,"Patchy light drizzle",9.4,86,1,100,0.44
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 19:00",30.2,"Partly cloudy",6.8,79,1,100,0.1
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 20:00",26.1,"Patchy light drizzle",5.8,90,1,100,0.21
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 21:00",26.1,"Patchy rain nearby",4,90,1,100,0.07
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 22:00",25.9,"Patchy rain nearby",3.6,91,1,77,0.03
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-14 23:00",25.7,"Patchy rain nearby",2.9,91,1,72,0.05
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 00:00",25.5,"Partly Cloudy ",1.1,89,0,0,0
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 01:00",25.4,"Patchy rain nearby",0.4,90,1,71,0.01
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 02:00",25.2,"Patchy rain nearby",1.4,91,1,76,0.01
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 03:00",25.2,"Patchy rain nearby",1.8,92,1,71,0.01
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 04:00",25,"Patchy rain nearby",1.4,92,1,83,0.01
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 05:00",24.7,"Patchy rain nearby",2.5,93,1,80,0.01
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 06:00",25.1,"Patchy rain nearby",4.3,93,0,69,0.01
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 07:00",26.3,"Patchy rain nearby",3.2,89,1,89,0.02
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 08:00",27.6,"Patchy rain nearby",4,82,0,68,0.01
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 09:00",29,"Patchy rain nearby",5.4,74,0,70,0.02
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 10:00",30.2,"Patchy rain nearby",7.9,69,1,100,0.06
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 11:00",30.3,"Light rain shower",10.1,71,1,100,0.98
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 12:00",30.2,"Patchy rain nearby",11.5,73,1,100,0.71
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 13:00",30.3,"Light rain shower",13,73,1,100,0.3
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 14:00",30.4,"Light rain shower",13.7,72,1,100,0.17
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 15:00",30,"Light rain shower",14,73,1,100,0.19
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 16:00",29.1,"Patchy light rain",13.7,78,1,100,0.79
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 17:00",28.4,"Light rain shower",12.2,82,1,100,0.74
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 18:00",27.5,"Patchy light drizzle",9.4,86,1,100,0.44
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 19:00",26.3,"Patchy rain nearby",6.8,89,1,100,0.1
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 20:00",30.2,"Partly cloudy",5.8,79,1,100,0.21
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 21:00",26.1,"Patchy rain nearby",4,90,1,100,0.07
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 22:00",25.9,"Patchy rain nearby",3.6,91,1,77,0.03
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-14 23:00",25.7,"Patchy rain nearby",2.9,91,1,72,0.05
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 00:00",25.5,"Partly Cloudy ",1.1,89,0,0,0
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 01:00",25.4,"Patchy rain nearby",0.4,90,1,71,0.01
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 02:00",25.2,"Patchy rain nearby",1.4,91,1,76,0.01
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 03:00",25.2,"Patchy rain nearby",1.8,92,1,71,0.01
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 04:00",25,"Patchy rain nearby",1.4,92,1,83,0.01
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 05:00",24.7,"Patchy rain nearby",2.5,93,1,80,0.01
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 06:00",25.1,"Patchy rain nearby",4.3,93,0,69,0.01
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 07:00",26.3,"Patchy rain nearby",3.2,89,1,89,0.02
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 08:00",27.6,"Patchy rain nearby",4,82,0,68,0.01
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 09:00",29,"Patchy rain nearby",5.4,74,0,70,0.02
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 10:00",30.2,"Patchy rain nearby",7.9,69,1,100,0.06
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 11:00",30.3,"Light rain shower",10.1,71,1,100,0.98
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 12:00",30.2,"Patchy rain nearby",11.5,73,1,100,0.71
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 13:00",30.3,"Light rain shower",13,73,1,100,0.3
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 14:00",30.4,"Light rain shower",13.7,72,1,100,0.17
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 15:00",30,"Light rain shower",14,73,1,100,0.19
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 16:00",29.1,"Patchy light rain",13.7,78,1,100,0.79
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 17:00",28.4,"Light rain shower",12.2,82,1,100,0.74
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 18:00",27.5,"Patchy light drizzle",9.4,86,1,100,0.44
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 19:00",26.3,"Patchy rain nearby",6.8,89,1,100,0.1
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 20:00",30.2,"Partly cloudy",5.8,79,1,100,0.21
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 21:00",26.1,"Patchy rain nearby",4,90,1,100,0.07
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 22:00",25.9,"Patchy rain nearby",3.6,91,1,77,0.03
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-14 23:00",25.7,"Patchy rain nearby",2.9,91,1,72,0.05
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 00:00",25.5,"Partly Cloudy ",1.1,89,0,0,0
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 01:00",25.4,"Patchy rain nearby",0.4,90,1,71,0.01
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 02:00",25.2,"Patchy rain nearby",1.4,91,1,76,0.01
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 03:00",25.2,"Patchy rain nearby",1.8,92,1,71,0.01
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 04:00",25,"Patchy rain nearby",1.4,92,1,83,0.01
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 05:00",24.7,"Patchy rain nearby",2.5,93,1,80,0.01
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 06:00",25.1,"Patchy rain nearby",4.3,93,0,69,0.01
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 07:00",26.3,"Patchy rain nearby",3.2,89,1,89,0.02
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 08:00",27.6,"Patchy rain nearby",4,82,0,68,0.01
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 09:00",29,"Patchy rain nearby",5.4,74,0,70,0.02
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 10:00",30.2,"Patchy rain nearby",7.9,69,1,100,0.06
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 11:00",30.3,"Light rain shower",10.1,71,1,100,0.98
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 12:00",30.2,"Patchy rain nearby",11.5,73,1,100,0.71
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 13:00",30.3,"Light rain shower",13,73,1,100,0.3
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 14:00",30.4,"Light rain shower",13.7,72,1,100,0.17
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 15:00",30,"Light rain shower",14,73,1,100,0.19
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 16:00",29.1,"Patchy light rain",13.7,78,1,100,0.79
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 17:00",28.4,"Light rain shower",12.2,82,1,100,0.74
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 18:00",27.5,"Patchy light drizzle",9.4,86,1,100,0.44
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 19:00",26.3,"Patchy rain nearby",6.8,89,1,100,0.1
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 20:00",30.2,"Partly cloudy",5.8,79,1,100,0.21
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 21:00",26.1,"Patchy rain nearby",4,90,1,100,0.07
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 22:00",25.9,"Patchy rain nearby",3.6,91,1,77,0.03
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-14 23:00",25.7,"Patchy rain nearby",2.9,91,1,72,0.05
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 00:00",26.5,"Partly Cloudy ",6.1,85,0,0,0
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 01:00",26.4,"Patchy rain nearby",7.2,86,1,84,0.01
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 02:00",26.3,"Patchy rain nearby",7.2,86,1,74,0.02
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 03:00",26.3,"Patchy rain nearby",6.1,86,1,76,0.04
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 04:00",26.3,"Patchy rain nearby",6.1,87,1,100,0.05
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 05:00",26.2,"Patchy rain nearby",6.8,87,1,82,0.05
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 06:00",26.3,"Patchy rain nearby",7.2,88,1,100,0.08
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 07:00",26.9,"Patchy rain nearby",7.6,86,1,100,0.07
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 08:00",27.6,"Patchy rain nearby",7.6,83,1,100,0.09
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 09:00",28.5,"Patchy rain nearby",9,79,1,100,0.13
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 10:00",29.5,"Patchy rain nearby",10.8,74,1,100,0.08
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 11:00",30,"Light rain shower",12.6,72,1,100,0.24
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 12:00",30.5,"Patchy light drizzle",17.6,70,1,100,0.4
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 13:00",30.7,"Patchy rain nearby",19.8,70,1,100,0.4
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 14:00",30.6,"Patchy rain nearby",22.3,70,1,100,0.11
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 15:00",30.3,"Patchy rain nearby",22,72,0,60,0.02
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 16:00",29.8,"Patchy rain nearby",22.3,74,1,78,0.01
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 17:00",29.5,"Patchy rain nearby",22,76,1,86,0.03
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 18:00",28.5,"Patchy rain nearby",22.3,79,1,77,0.01
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 19:00",27.8,"Patchy rain nearby",18.7,81,1,77,0.01
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 20:00",30.2,"Partly cloudy",17.3,79,1,79,0.01
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 21:00",27.4,"Patchy rain nearby",13.7,84,1,100,0.07
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 22:00",27.3,"Patchy rain nearby",13,85,1,100,0.11
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-14 23:00",27.2,"Patchy rain nearby",12.2,86,1,100,0.08
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 00:00",25.5,"Partly Cloudy ",1.1,89,0,0,0
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 01:00",25.4,"Patchy rain nearby",0.4,90,1,71,0.01
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 02:00",25.2,"Patchy rain nearby",1.4,91,1,76,0.01
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 03:00",25.2,"Patchy rain nearby",1.8,92,1,71,0.01
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 04:00",25,"Patchy rain nearby",1.4,92,1,83,0.01
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 05:00",24.7,"Patchy rain nearby",2.5,93,1,80,0.01
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 06:00",25.1,"Patchy rain nearby",4.3,93,0,69,0.01
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 07:00",26.3,"Patchy rain nearby",3.2,89,1,89,0.02
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 08:00",27.6,"Patchy rain nearby",4,82,0,68,0.01
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 09:00",29,"Patchy rain nearby",5.4,74,0,70,0.02
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 10:00",30.2,"Patchy rain nearby",7.9,69,1,100,0.06
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 11:00",30.3,"Light rain shower",10.1,71,1,100,0.98
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 12:00",30.2,"Patchy rain nearby",11.5,73,1,100,0.71
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 13:00",30.3,"Light rain shower",13,73,1,100,0.3
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 14:00",30.4,"Light rain shower",13.7,72,1,100,0.17
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 15:00",30,"Light rain shower",14,73,1,100,0.19
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 16:00",29.1,"Patchy light rain",13.7,78,1,100,0.79
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 17:00",28.4,"Light rain shower",12.2,82,1,100,0.74
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 18:00",27.5,"Patchy light drizzle",9.4,86,1,100,0.44
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 19:00",26.3,"Patchy rain nearby",6.8,89,1,100,0.1
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 20:00",30.2,"Partly cloudy",5.8,79,1,100,0.21
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 21:00",26.1,"Patchy rain nearby",4,90,1,100,0.07
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 22:00",25.9,"Patchy rain nearby",3.6,91,1,77,0.03
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-14 23:00",25.7,"Patchy rain nearby",2.9,91,1,72,0.05
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 00:00",25.5,"Partly Cloudy ",1.1,89,0,0,0
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 01:00",25.4,"Patchy rain nearby",0.4,90,1,71,0.01
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 02:00",25.2,"Patchy rain nearby",1.4,91,1,76,0.01
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 03:00",25.2,"Patchy rain nearby",1.8,92,1,71,0.01
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 04:00",25,"Patchy rain nearby",1.4,92,1,83,0.01
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 05:00",24.7,"Patchy rain nearby",2.5,93,1,80,0.01
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 06:00",25.1,"Patchy rain nearby",4.3,93,0,69,0.01
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 07:00",26.3,"Patchy rain nearby",3.2,89,1,89,0.02
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 08:00",27.6,"Patchy rain nearby",4,82,0,68,0.01
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 09:00",29,"Patchy rain nearby",5.4,74,0,70,0.02
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 10:00",30.2,"Patchy rain nearby",7.9,69,1,100,0.06
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 11:00",30.3,"Light rain shower",10.1,71,1,100,0.98
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 12:00",30.2,"Patchy rain nearby",11.5,73,1,100,0.71
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 13:00",30.3,"Light rain shower",13,73,1,100,0.3
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 14:00",30.4,"Light rain shower",13.7,72,1,100,0.17
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 15:00",30,"Light rain shower",14,73,1,100,0.19
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-14 16:00",29.1,"Patchy light rain",13.7,78,1,100,0.79
