"school","latitude","longitude","time","temp_c","condition","wind_kph","humidity","will_it_rain","chance_of_rain","precip_mm"
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 00:00",25.8,"Patchy rain nearby",3.6,91,1,100,0.06
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 01:00",25.7,"Partly Cloudy ",3.6,92,0,0,0
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 02:00",25.5,"Patchy rain nearby",3.2,92,1,71,0.05
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 03:00",25.6,"Patchy rain nearby",3.6,91,1,79,0.02
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 04:00",25.6,"Patchy rain nearby",3.6,92,1,76,0.02
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 05:00",24.9,"Light rain shower",3.6,93,1,100,0.9
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 06:00",25.1,"Patchy light rain",3.6,93,1,100,0.97
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 07:00",26.2,"Light rain shower",4.7,91,1,100,1.69
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 08:00",27,"Patchy light rain",5,88,1,100,1.66
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 09:00",27.9,"Partly Cloudy ",5.4,83,0,0,0
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 10:00",28.2,"Partly Cloudy ",7.2,80,0,0,0
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 11:00",29.3,"Light rain shower",9.4,75,1,100,0.23
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 12:00",29.5,"Light rain shower",10.4,75,1,100,0.99
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 13:00",29,"Light rain shower",10.4,77,1,100,0.86
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 14:00",28.7,"Light rain shower",10.8,78,1,100,1
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 15:00",28.1,"Patchy rain nearby",10.8,81,1,100,0.48
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 16:00",27.9,"Light rain shower",9.4,82,1,100,0.22
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 17:00",27.7,"Patchy rain nearby",7.6,83,1,87,0.02
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 18:00",27,"Patchy rain nearby",6.8,86,0,63,0.01
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 19:00",29.4,"Light rain",5,84,0,0,0
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 20:00",25.8,"Partly Cloudy ",4,89,0,0,0
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 21:00",25.6,"Partly Cloudy ",2.9,90,0,0,0
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 22:00",25.3,"Partly Cloudy ",3.6,90,0,0,0
"Kasiglahan Village National High School",14.7492647,121.1415463,"2025-07-12 23:00",25.3,"Partly Cloudy ",3.6,91,0,0,0
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 00:00",25.8,"Patchy rain nearby",3.6,91,1,100,0.06
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 01:00",25.7,"Partly Cloudy ",3.6,92,0,0,0
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 02:00",25.5,"Patchy rain nearby",3.2,92,1,71,0.05
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 03:00",25.6,"Patchy rain nearby",3.6,91,1,79,0.02
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 04:00",25.6,"Patchy rain nearby",3.6,92,1,76,0.02
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 05:00",24.9,"Light rain shower",3.6,93,1,100,0.9
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 06:00",25.1,"Patchy light rain",3.6,93,1,100,0.97
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 07:00",26.2,"Light rain shower",4.7,91,1,100,1.69
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 08:00",27,"Patchy light rain",5,88,1,100,1.66
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 09:00",27.9,"Partly Cloudy ",5.4,83,0,0,0
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 10:00",28.2,"Partly Cloudy ",7.2,80,0,0,0
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 11:00",29.3,"Light rain shower",9.4,75,1,100,0.23
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 12:00",29.5,"Light rain shower",10.4,75,1,100,0.99
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 13:00",29,"Light rain shower",10.4,77,1,100,0.86
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 14:00",28.7,"Light rain shower",10.8,78,1,100,1
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 15:00",28.1,"Patchy rain nearby",10.8,81,1,100,0.48
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 16:00",27.9,"Light rain shower",9.4,82,1,100,0.22
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 17:00",27.7,"Patchy rain nearby",7.6,83,1,87,0.02
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 18:00",27,"Patchy rain nearby",6.8,86,0,63,0.01
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 19:00",29.4,"Light rain",5,84,0,0,0
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 20:00",25.8,"Partly Cloudy ",4,89,0,0,0
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 21:00",25.6,"Partly Cloudy ",2.9,90,0,0,0
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 22:00",25.3,"Partly Cloudy ",3.6,90,0,0,0
"Manggahan National High School",14.7233969,121.143161,"2025-07-12 23:00",25.3,"Partly Cloudy ",3.6,91,0,0,0
"Mascap National High School",14.7623644,121.183592,"2025-07-12 00:00",25.8,"Patchy rain nearby",3.6,91,1,100,0.06
"Mascap National High School",14.7623644,121.183592,"2025-07-12 01:00",25.7,"Partly Cloudy ",3.6,92,0,0,0
"Mascap National High School",14.7623644,121.183592,"2025-07-12 02:00",25.5,"Patchy rain nearby",3.2,92,1,71,0.05
"Mascap National High School",14.7623644,121.183592,"2025-07-12 03:00",25.6,"Patchy rain nearby",3.6,91,1,79,0.02
"Mascap National High School",14.7623644,121.183592,"2025-07-12 04:00",25.6,"Patchy rain nearby",3.6,92,1,76,0.02
"Mascap National High School",14.7623644,121.183592,"2025-07-12 05:00",24.9,"Light rain shower",3.6,93,1,100,0.9
"Mascap National High School",14.7623644,121.183592,"2025-07-12 06:00",25.1,"Patchy light rain",3.6,93,1,100,0.97
"Mascap National High School",14.7623644,121.183592,"2025-07-12 07:00",26.2,"Light rain shower",4.7,91,1,100,1.69
"Mascap National High School",14.7623644,121.183592,"2025-07-12 08:00",27,"Patchy light rain",5,88,1,100,1.66
"Mascap National High School",14.7623644,121.183592,"2025-07-12 09:00",27.9,"Partly Cloudy ",5.4,83,0,0,0
"Mascap National High School",14.7623644,121.183592,"2025-07-12 10:00",28.2,"Partly Cloudy ",7.2,80,0,0,0
"Mascap National High School",14.7623644,121.183592,"2025-07-12 11:00",29.3,"Light rain shower",9.4,75,1,100,0.23
"Mascap National High School",14.7623644,121.183592,"2025-07-12 12:00",29.5,"Light rain shower",10.4,75,1,100,0.99
"Mascap National High School",14.7623644,121.183592,"2025-07-12 13:00",29,"Light rain shower",10.4,77,1,100,0.86
"Mascap National High School",14.7623644,121.183592,"2025-07-12 14:00",28.7,"Light rain shower",10.8,78,1,100,1
"Mascap National High School",14.7623644,121.183592,"2025-07-12 15:00",28.1,"Patchy rain nearby",10.8,81,1,100,0.48
"Mascap National High School",14.7623644,121.183592,"2025-07-12 16:00",27.9,"Light rain shower",9.4,82,1,100,0.22
"Mascap National High School",14.7623644,121.183592,"2025-07-12 17:00",27.7,"Patchy rain nearby",7.6,83,1,87,0.02
"Mascap National High School",14.7623644,121.183592,"2025-07-12 18:00",27,"Patchy rain nearby",6.8,86,0,63,0.01
"Mascap National High School",14.7623644,121.183592,"2025-07-12 19:00",29.4,"Light rain",5,84,0,0,0
"Mascap National High School",14.7623644,121.183592,"2025-07-12 20:00",25.8,"Partly Cloudy ",4,89,0,0,0
"Mascap National High School",14.7623644,121.183592,"2025-07-12 21:00",25.6,"Partly Cloudy ",2.9,90,0,0,0
"Mascap National High School",14.7623644,121.183592,"2025-07-12 22:00",25.3,"Partly Cloudy ",3.6,90,0,0,0
"Mascap National High School",14.7623644,121.183592,"2025-07-12 23:00",25.3,"Partly Cloudy ",3.6,91,0,0,0
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 00:00",25.8,"Patchy rain nearby",3.6,91,1,100,0.06
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 01:00",25.7,"Partly Cloudy ",3.6,92,0,0,0
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 02:00",25.5,"Patchy rain nearby",3.2,92,1,71,0.05
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 03:00",25.6,"Patchy rain nearby",3.6,91,1,79,0.02
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 04:00",25.6,"Patchy rain nearby",3.6,92,1,76,0.02
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 05:00",24.9,"Light rain shower",3.6,93,1,100,0.9
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 06:00",25.1,"Patchy light rain",3.6,93,1,100,0.97
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 07:00",26.2,"Light rain shower",4.7,91,1,100,1.69
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 08:00",27,"Patchy light rain",5,88,1,100,1.66
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 09:00",27.9,"Partly Cloudy ",5.4,83,0,0,0
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 10:00",28.2,"Partly Cloudy ",7.2,80,0,0,0
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 11:00",29.3,"Light rain shower",9.4,75,1,100,0.23
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 12:00",29.5,"Light rain shower",10.4,75,1,100,0.99
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 13:00",29,"Light rain shower",10.4,77,1,100,0.86
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 14:00",28.7,"Light rain shower",10.8,78,1,100,1
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 15:00",28.1,"Patchy rain nearby",10.8,81,1,100,0.48
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 16:00",27.9,"Light rain shower",9.4,82,1,100,0.22
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 17:00",27.7,"Patchy rain nearby",7.6,83,1,87,0.02
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 18:00",27,"Patchy rain nearby",6.8,86,0,63,0.01
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 19:00",29.4,"Light rain",5,84,0,0,0
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 20:00",25.8,"Partly Cloudy ",4,89,0,0,0
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 21:00",25.6,"Partly Cloudy ",2.9,90,0,0,0
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 22:00",25.3,"Partly Cloudy ",3.6,90,0,0,0
"Mascap National High School Puray Annex",14.7757433,121.2078777,"2025-07-12 23:00",25.3,"Partly Cloudy ",3.6,91,0,0,0
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 00:00",25.8,"Patchy rain nearby",3.6,91,1,100,0.06
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 01:00",25.7,"Partly Cloudy ",3.6,92,0,0,0
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 02:00",25.5,"Patchy rain nearby",3.2,92,1,71,0.05
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 03:00",25.6,"Patchy rain nearby",3.6,91,1,79,0.02
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 04:00",25.6,"Patchy rain nearby",3.6,92,1,76,0.02
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 05:00",24.9,"Light rain shower",3.6,93,1,100,0.9
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 06:00",25.1,"Patchy light rain",3.6,93,1,100,0.97
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 07:00",26.2,"Light rain shower",4.7,91,1,100,1.69
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 08:00",27,"Patchy light rain",5,88,1,100,1.66
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 09:00",27.9,"Partly Cloudy ",5.4,83,0,0,0
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 10:00",28.2,"Partly Cloudy ",7.2,80,0,0,0
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 11:00",29.3,"Light rain shower",9.4,75,1,100,0.23
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 12:00",29.5,"Light rain shower",10.4,75,1,100,0.99
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 13:00",29,"Light rain shower",10.4,77,1,100,0.86
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 14:00",28.7,"Light rain shower",10.8,78,1,100,1
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 15:00",28.1,"Patchy rain nearby",10.8,81,1,100,0.48
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 16:00",27.9,"Light rain shower",9.4,82,1,100,0.22
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 17:00",27.7,"Patchy rain nearby",7.6,83,1,87,0.02
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 18:00",27,"Patchy rain nearby",6.8,86,0,63,0.01
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 19:00",29.4,"Light rain",5,84,0,0,0
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 20:00",25.8,"Partly Cloudy ",4,89,0,0,0
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 21:00",25.6,"Partly Cloudy ",2.9,90,0,0,0
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 22:00",25.3,"Partly Cloudy ",3.6,90,0,0,0
"Montalban Heights National High School",14.7476387,121.1243574,"2025-07-12 23:00",25.3,"Partly Cloudy ",3.6,91,0,0,0
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 00:00",25.8,"Patchy rain nearby",3.6,91,1,100,0.06
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 01:00",25.7,"Partly Cloudy ",3.6,92,0,0,0
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 02:00",25.5,"Patchy rain nearby",3.2,92,1,71,0.05
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 03:00",25.6,"Patchy rain nearby",3.6,91,1,79,0.02
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 04:00",25.6,"Patchy rain nearby",3.6,92,1,76,0.02
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 05:00",24.9,"Light rain shower",3.6,93,1,100,0.9
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 06:00",25.1,"Patchy light rain",3.6,93,1,100,0.97
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 07:00",26.2,"Light rain shower",4.7,91,1,100,1.69
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 08:00",27,"Patchy light rain",5,88,1,100,1.66
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 09:00",27.9,"Partly Cloudy ",5.4,83,0,0,0
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 10:00",28.2,"Partly Cloudy ",7.2,80,0,0,0
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 11:00",29.3,"Light rain shower",9.4,75,1,100,0.23
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 12:00",29.5,"Light rain shower",10.4,75,1,100,0.99
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 13:00",29,"Light rain shower",10.4,77,1,100,0.86
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 14:00",28.7,"Light rain shower",10.8,78,1,100,1
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 15:00",28.1,"Patchy rain nearby",10.8,81,1,100,0.48
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 16:00",27.9,"Light rain shower",9.4,82,1,100,0.22
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 17:00",27.7,"Patchy rain nearby",7.6,83,1,87,0.02
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 18:00",27,"Patchy rain nearby",6.8,86,0,63,0.01
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 19:00",29.4,"Light rain",5,84,0,0,0
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 20:00",25.8,"Partly Cloudy ",4,89,0,0,0
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 21:00",25.6,"Partly Cloudy ",2.9,90,0,0,0
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 22:00",25.3,"Partly Cloudy ",3.6,90,0,0,0
"San Isidro National High School",14.7610434,121.1530402,"2025-07-12 23:00",25.3,"Partly Cloudy ",3.6,91,0,0,0
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 00:00",25.8,"Patchy rain nearby",3.6,91,1,100,0.06
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 01:00",25.7,"Partly Cloudy ",3.6,92,0,0,0
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 02:00",25.5,"Patchy rain nearby",3.2,92,1,71,0.05
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 03:00",25.6,"Patchy rain nearby",3.6,91,1,79,0.02
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 04:00",25.6,"Patchy rain nearby",3.6,92,1,76,0.02
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 05:00",24.9,"Light rain shower",3.6,93,1,100,0.9
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 06:00",25.1,"Patchy light rain",3.6,93,1,100,0.97
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 07:00",26.2,"Light rain shower",4.7,91,1,100,1.69
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 08:00",27,"Patchy light rain",5,88,1,100,1.66
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 09:00",27.9,"Partly Cloudy ",5.4,83,0,0,0
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 10:00",28.2,"Partly Cloudy ",7.2,80,0,0,0
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 11:00",29.3,"Light rain shower",9.4,75,1,100,0.23
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 12:00",29.5,"Light rain shower",10.4,75,1,100,0.99
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 13:00",29,"Light rain shower",10.4,77,1,100,0.86
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 14:00",28.7,"Light rain shower",10.8,78,1,100,1
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 15:00",28.1,"Patchy rain nearby",10.8,81,1,100,0.48
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 16:00",27.9,"Light rain shower",9.4,82,1,100,0.22
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 17:00",27.7,"Patchy rain nearby",7.6,83,1,87,0.02
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 18:00",27,"Patchy rain nearby",6.8,86,0,63,0.01
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 19:00",29.4,"Light rain",5,84,0,0,0
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 20:00",25.8,"Partly Cloudy ",4,89,0,0,0
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 21:00",25.6,"Partly Cloudy ",2.9,90,0,0,0
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 22:00",25.3,"Partly Cloudy ",3.6,90,0,0,0
"San Isidro Senior High School",14.7487787,121.1582518,"2025-07-12 23:00",25.3,"Partly Cloudy ",3.6,91,0,0,0
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 00:00",25.8,"Patchy rain nearby",3.6,91,1,100,0.06
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 01:00",25.7,"Partly Cloudy ",3.6,92,0,0,0
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 02:00",25.5,"Patchy rain nearby",3.2,92,1,71,0.05
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 03:00",25.6,"Patchy rain nearby",3.6,91,1,79,0.02
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 04:00",25.6,"Patchy rain nearby",3.6,92,1,76,0.02
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 05:00",24.9,"Light rain shower",3.6,93,1,100,0.9
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 06:00",25.1,"Patchy light rain",3.6,93,1,100,0.97
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 07:00",26.2,"Light rain shower",4.7,91,1,100,1.69
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 08:00",27,"Patchy light rain",5,88,1,100,1.66
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 09:00",27.9,"Partly Cloudy ",5.4,83,0,0,0
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 10:00",28.2,"Partly Cloudy ",7.2,80,0,0,0
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 11:00",29.3,"Light rain shower",9.4,75,1,100,0.23
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 12:00",29.5,"Light rain shower",10.4,75,1,100,0.99
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 13:00",29,"Light rain shower",10.4,77,1,100,0.86
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 14:00",28.7,"Light rain shower",10.8,78,1,100,1
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 15:00",28.1,"Patchy rain nearby",10.8,81,1,100,0.48
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 16:00",27.9,"Light rain shower",9.4,82,1,100,0.22
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 17:00",27.7,"Patchy rain nearby",7.6,83,1,87,0.02
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 18:00",27,"Patchy rain nearby",6.8,86,0,63,0.01
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 19:00",29.4,"Light rain",5,84,0,0,0
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 20:00",25.8,"Partly Cloudy ",4,89,0,0,0
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 21:00",25.6,"Partly Cloudy ",2.9,90,0,0,0
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 22:00",25.3,"Partly Cloudy ",3.6,90,0,0,0
"San Jose National High School",14.7288251,121.1347038,"2025-07-12 23:00",25.3,"Partly Cloudy ",3.6,91,0,0,0
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 00:00",25.8,"Patchy rain nearby",3.6,91,1,100,0.06
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 01:00",25.7,"Partly Cloudy ",3.6,92,0,0,0
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 02:00",25.5,"Patchy rain nearby",3.2,92,1,71,0.05
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 03:00",25.6,"Patchy rain nearby",3.6,91,1,79,0.02
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 04:00",25.6,"Patchy rain nearby",3.6,92,1,76,0.02
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 05:00",24.9,"Light rain shower",3.6,93,1,100,0.9
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 06:00",25.1,"Patchy light rain",3.6,93,1,100,0.97
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 07:00",26.2,"Light rain shower",4.7,91,1,100,1.69
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 08:00",27,"Patchy light rain",5,88,1,100,1.66
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 09:00",27.9,"Partly Cloudy ",5.4,83,0,0,0
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 10:00",28.2,"Partly Cloudy ",7.2,80,0,0,0
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 11:00",29.3,"Light rain shower",9.4,75,1,100,0.23
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 12:00",29.5,"Light rain shower",10.4,75,1,100,0.99
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 13:00",29,"Light rain shower",10.4,77,1,100,0.86
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 14:00",28.7,"Light rain shower",10.8,78,1,100,1
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 15:00",28.1,"Patchy rain nearby",10.8,81,1,100,0.48
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 16:00",27.9,"Light rain shower",9.4,82,1,100,0.22
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 17:00",27.7,"Patchy rain nearby",7.6,83,1,87,0.02
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 18:00",27,"Patchy rain nearby",6.8,86,0,63,0.01
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 19:00",29.4,"Light rain",5,84,0,0,0
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 20:00",25.8,"Partly Cloudy ",4,89,0,0,0
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 21:00",25.6,"Partly Cloudy ",2.9,90,0,0,0
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 22:00",25.3,"Partly Cloudy ",3.6,90,0,0,0
"San Jose Litex Senior High School",14.7355085,121.1299187,"2025-07-12 23:00",25.3,"Partly Cloudy ",3.6,91,0,0,0
"Southville 8‑C National High School",14.7563668,121.1448007,"2025-07-12 00:00",25.8,"Patchy rain nearby",3.6,91,1,100,0.06
"Southville 8‑C National High School",14.7563668,121.1448007,"2025-07-12 01:00",25.7,"Partly Cloudy ",3.6,92,0,0,0
"Southville 8‑C National High School",14.7563668,121.1448007,"2025-07-12 02:00",25.5,"Patchy rain nearby",3.2,92,1,71,0.05
"Southville 8‑C National High School",14.7563668,121.1448007,"2025-07-12 03:00",25.6,"Patchy rain nearby",3.6,91,1,79,0.02
"Southville 8‑C National High School",14.7563668,121.1448007,"2025-07-12 04:00",25.6,"Patchy rain nearby",3.6,92,1,76,0.02
"Southville 8‑C National High School",14.7563668,121.1448007,"2025-07-12 05:00",24.9,"Light rain shower",3.6,93,1,100,0.9
"Southville 8‑C National High School",14.7563668,121.1448007,"2025-07-12 06:00",25.1,"Patchy light rain",3.6,93,1,100,0.97
"Southville 8‑C National High School",14.7563668,121.1448007,"2025-07-12 07:00",26.2,"Light rain shower",4.7,91,1,100,1.69
