"school","latitude","longitude","time","temp_c","condition","wind_kph","humidity","will_it_rain","chance_of_rain","precip_mm"
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-11 11:00",28.6,"Light rain shower",14.4,80,1,100,0.68
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-11 12:00",29.2,"Patchy rain nearby",15.8,78,1,100,0.1
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-11 13:00",29.9,"Patchy rain nearby",16.2,73,1,100,0.06
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-11 14:00",30,"Patchy rain nearby",15.1,72,1,85,0.04
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-11 15:00",29.8,"Patchy rain nearby",14.8,73,1,100,0.05
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-11 16:00",29,"Patchy rain nearby",14,76,1,100,0.22
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-11 17:00",28.4,"Patchy rain nearby",12.2,79,1,100,0.13
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-11 18:00",27.3,"Patchy rain nearby",9.4,85,0,63,0.01
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-11 19:00",28.3,"Light rain",6.5,89,0,0,0
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-11 20:00",25.9,"Patchy rain nearby",5,90,1,79,0.01
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-11 21:00",26,"Patchy rain nearby",4,90,1,77,0.02
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-11 22:00",26,"Patchy rain nearby",4.3,90,1,100,0.06
"Burgos Elementary School Unit I",14.7184883,121.1406047,"2025-07-11 23:00",25.6,"Light rain",4.3,91,1,100,0.82
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 00:00",25.6,"Light rain shower",8.6,93,1,100,0.16
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 01:00",25.6,"Patchy rain nearby",8.6,93,1,100,0.15
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 02:00",25.3,"Light rain shower",9,93,1,100,0.16
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 03:00",25.3,"Light rain shower",8.6,93,1,100,0.24
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 04:00",25.1,"Light drizzle",9.7,92,1,100,0.24
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 05:00",25,"Light rain shower",9.4,93,1,100,0.25
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 06:00",25.1,"Light drizzle",8.6,92,1,100,0.26
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 07:00",26.3,"Light rain shower",10.4,90,1,100,0.23
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 08:00",27.2,"Light drizzle",12.6,87,1,100,0.42
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 09:00",27.8,"Light rain shower",14.4,84,1,100,0.77
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 10:00",28.2,"Patchy rain nearby",14.4,82,1,100,0.14
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 11:00",28.6,"Light rain shower",14.4,80,1,100,0.68
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 12:00",29.2,"Patchy rain nearby",15.8,78,1,100,0.1
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 13:00",29.9,"Patchy rain nearby",16.2,73,1,100,0.06
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 14:00",30,"Patchy rain nearby",15.1,72,1,85,0.04
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 15:00",29.8,"Patchy rain nearby",14.8,73,1,100,0.05
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 16:00",29,"Patchy rain nearby",14,76,1,100,0.22
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 17:00",28.4,"Patchy rain nearby",12.2,79,1,100,0.13
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 18:00",27.3,"Patchy rain nearby",9.4,85,0,63,0.01
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 19:00",28.3,"Light rain",6.5,89,0,0,0
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 20:00",25.9,"Patchy rain nearby",5,90,1,79,0.01
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 21:00",26,"Patchy rain nearby",4,90,1,77,0.02
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 22:00",26,"Patchy rain nearby",4.3,90,1,100,0.06
"Catmon Elementary School",14.7421582,121.1680297,"2025-07-11 23:00",25.6,"Light rain",4.3,91,1,100,0.82
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 00:00",25.6,"Light rain shower",8.6,93,1,100,0.16
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 01:00",25.6,"Patchy rain nearby",8.6,93,1,100,0.15
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 02:00",25.3,"Light rain shower",9,93,1,100,0.16
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 03:00",25.3,"Light rain shower",8.6,93,1,100,0.24
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 04:00",25.1,"Light drizzle",9.7,92,1,100,0.24
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 05:00",25,"Light rain shower",9.4,93,1,100,0.25
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 06:00",25.1,"Light drizzle",8.6,92,1,100,0.26
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 07:00",26.3,"Light rain shower",10.4,90,1,100,0.23
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 08:00",27.2,"Light drizzle",12.6,87,1,100,0.42
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 09:00",27.8,"Light rain shower",14.4,84,1,100,0.77
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 10:00",28.2,"Patchy rain nearby",14.4,82,1,100,0.14
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 11:00",28.6,"Light rain shower",14.4,80,1,100,0.68
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 12:00",29.2,"Patchy rain nearby",15.8,78,1,100,0.1
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 13:00",29.9,"Patchy rain nearby",16.2,73,1,100,0.06
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 14:00",30,"Patchy rain nearby",15.1,72,1,85,0.04
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 15:00",29.8,"Patchy rain nearby",14.8,73,1,100,0.05
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 16:00",29,"Patchy rain nearby",14,76,1,100,0.22
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 17:00",28.4,"Patchy rain nearby",12.2,79,1,100,0.13
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 18:00",27.3,"Patchy rain nearby",9.4,85,0,63,0.01
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 19:00",28.3,"Light rain",6.5,89,0,0,0
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 20:00",25.9,"Patchy rain nearby",5,90,1,79,0.01
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 21:00",26,"Patchy rain nearby",4,90,1,77,0.02
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 22:00",26,"Patchy rain nearby",4.3,90,1,100,0.06
"Eulogio Rodriguez Jr. Elementary School",14.7325656,121.1441013,"2025-07-11 23:00",25.6,"Light rain",4.3,91,1,100,0.82
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 00:00",25.6,"Light rain shower",8.6,93,1,100,0.16
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 01:00",25.6,"Patchy rain nearby",8.6,93,1,100,0.15
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 02:00",25.3,"Light rain shower",9,93,1,100,0.16
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 03:00",25.3,"Light rain shower",8.6,93,1,100,0.24
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 04:00",25.1,"Light drizzle",9.7,92,1,100,0.24
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 05:00",25,"Light rain shower",9.4,93,1,100,0.25
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 06:00",25.1,"Light drizzle",8.6,92,1,100,0.26
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 07:00",26.3,"Light rain shower",10.4,90,1,100,0.23
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 08:00",27.2,"Light drizzle",12.6,87,1,100,0.42
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 09:00",27.8,"Light rain shower",14.4,84,1,100,0.77
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 10:00",28.2,"Patchy rain nearby",14.4,82,1,100,0.14
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 11:00",28.6,"Light rain shower",14.4,80,1,100,0.68
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 12:00",29.2,"Patchy rain nearby",15.8,78,1,100,0.1
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 13:00",29.9,"Patchy rain nearby",16.2,73,1,100,0.06
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 14:00",30,"Patchy rain nearby",15.1,72,1,85,0.04
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 15:00",29.8,"Patchy rain nearby",14.8,73,1,100,0.05
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 16:00",29,"Patchy rain nearby",14,76,1,100,0.22
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 17:00",28.4,"Patchy rain nearby",12.2,79,1,100,0.13
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 18:00",27.3,"Patchy rain nearby",9.4,85,0,63,0.01
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 19:00",28.3,"Light rain",6.5,89,0,0,0
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 20:00",25.9,"Patchy rain nearby",5,90,1,79,0.01
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 21:00",26,"Patchy rain nearby",4,90,1,77,0.02
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 22:00",26,"Patchy rain nearby",4.3,90,1,100,0.06
"Geronimo Elementary School",14.7326831,121.1495245,"2025-07-11 23:00",25.6,"Light rain",4.3,91,1,100,0.82
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 00:00",25.6,"Light rain shower",8.6,93,1,100,0.16
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 01:00",25.6,"Patchy rain nearby",8.6,93,1,100,0.15
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 02:00",25.3,"Light rain shower",9,93,1,100,0.16
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 03:00",25.3,"Light rain shower",8.6,93,1,100,0.24
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 04:00",25.1,"Light drizzle",9.7,92,1,100,0.24
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 05:00",25,"Light rain shower",9.4,93,1,100,0.25
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 06:00",25.1,"Light drizzle",8.6,92,1,100,0.26
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 07:00",26.3,"Light rain shower",10.4,90,1,100,0.23
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 08:00",27.2,"Light drizzle",12.6,87,1,100,0.42
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 09:00",27.8,"Light rain shower",14.4,84,1,100,0.77
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 10:00",28.2,"Patchy rain nearby",14.4,82,1,100,0.14
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 11:00",28.6,"Light rain shower",14.4,80,1,100,0.68
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 12:00",29.2,"Patchy rain nearby",15.8,78,1,100,0.1
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 13:00",29.9,"Patchy rain nearby",16.2,73,1,100,0.06
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 14:00",30,"Patchy rain nearby",15.1,72,1,85,0.04
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 15:00",29.8,"Patchy rain nearby",14.8,73,1,100,0.05
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 16:00",29,"Patchy rain nearby",14,76,1,100,0.22
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 17:00",28.4,"Patchy rain nearby",12.2,79,1,100,0.13
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 18:00",27.3,"Patchy rain nearby",9.4,85,0,63,0.01
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 19:00",28.3,"Light rain",6.5,89,0,0,0
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 20:00",25.9,"Patchy rain nearby",5,90,1,79,0.01
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 21:00",26,"Patchy rain nearby",4,90,1,77,0.02
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 22:00",26,"Patchy rain nearby",4.3,90,1,100,0.06
"Kasiglahan Village Elementary School Unit I",14.7444949,121.1401666,"2025-07-11 23:00",25.6,"Light rain",4.3,91,1,100,0.82
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 00:00",26.6,"Patchy rain nearby",12.2,87,1,100,0.06
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 01:00",26.5,"Patchy rain nearby",11.9,87,1,85,0.02
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 02:00",26.4,"Patchy rain nearby",11.9,87,1,82,0.05
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 03:00",26.3,"Patchy rain nearby",10.8,87,1,77,0.03
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 04:00",26.3,"Patchy rain nearby",10.4,86,0,68,0.01
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 05:00",26.2,"Patchy rain nearby",9.7,87,0,69,0.03
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 06:00",26.3,"Patchy rain nearby",8.3,87,1,100,0.05
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 07:00",27,"Patchy rain nearby",8.6,84,1,77,0.01
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 08:00",27.7,"Patchy rain nearby",10.4,80,1,100,0.2
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 09:00",28.4,"Patchy rain nearby",11.9,77,1,85,0.02
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 10:00",29.1,"Patchy rain nearby",10.1,73,0,70,0.02
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 11:00",30,"Patchy rain nearby",11.5,69,1,100,0.09
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 12:00",30.9,"Patchy rain nearby",19.1,68,0,64,0.04
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 13:00",31,"Patchy rain nearby",24.1,69,0,64,0.04
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 14:00",30.7,"Patchy rain nearby",24.8,70,1,100,0.15
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 15:00",30.1,"Patchy rain nearby",24.5,72,1,100,0.4
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 16:00",29.4,"Patchy rain nearby",23.4,75,1,100,0.37
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 17:00",29,"Patchy rain nearby",20.9,77,1,100,0.07
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 18:00",28.2,"Patchy rain nearby",18,80,1,88,0.02
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 19:00",28.3,"Light rain",15.5,89,0,0,0
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 20:00",27,"Partly Cloudy ",14,85,0,0,0
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 21:00",26.9,"Patchy rain nearby",11.2,85,1,85,0.01
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 22:00",27,"Patchy rain nearby",10.4,85,0,61,0.05
"Kinabuan Elementary School",14.7590281,121.3196203,"2025-07-11 23:00",26.9,"Patchy rain nearby",10.4,85,1,100,0.1
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 00:00",25.6,"Light rain shower",8.6,93,1,100,0.16
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 01:00",25.6,"Patchy rain nearby",8.6,93,1,100,0.15
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 02:00",25.3,"Light rain shower",9,93,1,100,0.16
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 03:00",25.3,"Light rain shower",8.6,93,1,100,0.24
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 04:00",25.1,"Light drizzle",9.7,92,1,100,0.24
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 05:00",25,"Light rain shower",9.4,93,1,100,0.25
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 06:00",25.1,"Light drizzle",8.6,92,1,100,0.26
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 07:00",26.3,"Light rain shower",10.4,90,1,100,0.23
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 08:00",27.2,"Light drizzle",12.6,87,1,100,0.42
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 09:00",27.8,"Light rain shower",14.4,84,1,100,0.77
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 10:00",28.2,"Patchy rain nearby",14.4,82,1,100,0.14
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 11:00",28.6,"Light rain shower",14.4,80,1,100,0.68
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 12:00",29.2,"Patchy rain nearby",15.8,78,1,100,0.1
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 13:00",29.9,"Patchy rain nearby",16.2,73,1,100,0.06
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 14:00",30,"Patchy rain nearby",15.1,72,1,85,0.04
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 15:00",29.8,"Patchy rain nearby",14.8,73,1,100,0.05
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 16:00",29,"Patchy rain nearby",14,76,1,100,0.22
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 17:00",28.4,"Patchy rain nearby",12.2,79,1,100,0.13
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 18:00",27.3,"Patchy rain nearby",9.4,85,0,63,0.01
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 19:00",28.3,"Light rain",6.5,89,0,0,0
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 20:00",25.9,"Patchy rain nearby",5,90,1,79,0.01
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 21:00",26,"Patchy rain nearby",4,90,1,77,0.02
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 22:00",26,"Patchy rain nearby",4.3,90,1,100,0.06
"Lukutan Malaki Elementary School",14.7830036,121.1681017,"2025-07-11 23:00",25.6,"Light rain",4.3,91,1,100,0.82
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 00:00",25.6,"Light rain shower",8.6,93,1,100,0.16
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 01:00",25.6,"Patchy rain nearby",8.6,93,1,100,0.15
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 02:00",25.3,"Light rain shower",9,93,1,100,0.16
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 03:00",25.3,"Light rain shower",8.6,93,1,100,0.24
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 04:00",25.1,"Light drizzle",9.7,92,1,100,0.24
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 05:00",25,"Light rain shower",9.4,93,1,100,0.25
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 06:00",25.1,"Light drizzle",8.6,92,1,100,0.26
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 07:00",26.3,"Light rain shower",10.4,90,1,100,0.23
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 08:00",27.2,"Light drizzle",12.6,87,1,100,0.42
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 09:00",27.8,"Light rain shower",14.4,84,1,100,0.77
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 10:00",28.2,"Patchy rain nearby",14.4,82,1,100,0.14
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 11:00",28.6,"Light rain shower",14.4,80,1,100,0.68
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 12:00",29.2,"Patchy rain nearby",15.8,78,1,100,0.1
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 13:00",29.9,"Patchy rain nearby",16.2,73,1,100,0.06
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 14:00",30,"Patchy rain nearby",15.1,72,1,85,0.04
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 15:00",29.8,"Patchy rain nearby",14.8,73,1,100,0.05
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 16:00",29,"Patchy rain nearby",14,76,1,100,0.22
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 17:00",28.4,"Patchy rain nearby",12.2,79,1,100,0.13
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 18:00",27.3,"Patchy rain nearby",9.4,85,0,63,0.01
"Macaingalan Elementary School",14.8110358,121.2196679,"2025-07-11 19:00",28.3,"Light rain",6.5,89,0,0,0
